,fp,label,good
0,./vae_out/ix/ix_2572.png,bad,False
1,./vae_out/ix/ix_0637.png,bad,False
2,./vae_out/ix/ix_4471.png,good,True
3,./vae_out/ix/ix_4067.png,good,True
4,./vae_out/ix/ix_2160.png,bad,False
5,./vae_out/ix/ix_1198.png,bad,False
6,./vae_out/ix/ix_2869.png,bad,False
7,./vae_out/ix/ix_2629.png,bad,False
8,./vae_out/ix/ix_4161.png,bad,False
9,./vae_out/ix/ix_3659.png,bad,False
10,./vae_out/ix/ix_4626.png,bad,False
11,./vae_out/ix/ix_3089.png,good,True
12,./vae_out/ix/ix_3958.png,good,True
13,./vae_out/ix/ix_0186.png,bad,False
14,./vae_out/ix/ix_4238.png,bad,False
15,./vae_out/ix/ix_2062.png,bad,False
16,./vae_out/ix/ix_3543.png,bad,False
17,./vae_out/ix/ix_1942.png,good,True
18,./vae_out/ix/ix_0508.png,good,True
19,./vae_out/ix/ix_3087.png,bad,False
20,./vae_out/ix/ix_0634.png,bad,False
21,./vae_out/ix/ix_3539.png,good,True
22,./vae_out/ix/ix_1422.png,bad,False
23,./vae_out/ix/ix_2608.png,good,True
24,./vae_out/ix/ix_4369.png,bad,False
25,./vae_out/ix/ix_3066.png,bad,False
26,./vae_out/ix/ix_2210.png,bad,False
27,./vae_out/ix/ix_1834.png,bad,False
28,./vae_out/ix/ix_1160.png,bad,False
29,./vae_out/ix/ix_3502.png,good,True
30,./vae_out/ix/ix_2803.png,bad,False
31,./vae_out/ix/ix_0819.png,bad,False
32,./vae_out/ix/ix_3970.png,good,True
33,./vae_out/ix/ix_0786.png,bad,False
34,./vae_out/ix/ix_1976.png,bad,False
35,./vae_out/ix/ix_2908.png,bad,False
36,./vae_out/ix/ix_3240.png,good,True
37,./vae_out/ix/ix_3977.png,bad,False
38,./vae_out/ix/ix_4744.png,good,True
39,./vae_out/ix/ix_2781.png,good,True
40,./vae_out/ix/ix_1371.png,good,True
41,./vae_out/ix/ix_4977.png,bad,False
42,./vae_out/ix/ix_3573.png,bad,False
43,./vae_out/ix/ix_3769.png,bad,False
44,./vae_out/ix/ix_4608.png,good,True
45,./vae_out/ix/ix_4666.png,good,True
46,./vae_out/ix/ix_1864.png,bad,False
47,./vae_out/ix/ix_4320.png,bad,False
48,./vae_out/ix/ix_2221.png,bad,False
49,./vae_out/ix/ix_4484.png,bad,False
50,./vae_out/ix/ix_1329.png,good,True
51,./vae_out/ix/ix_2487.png,good,True
52,./vae_out/ix/ix_1449.png,good,True
53,./vae_out/ix/ix_1124.png,good,True
54,./vae_out/ix/ix_2683.png,bad,False
55,./vae_out/ix/ix_1510.png,bad,False
56,./vae_out/ix/ix_3067.png,bad,False
57,./vae_out/ix/ix_2485.png,bad,False
58,./vae_out/ix/ix_4948.png,bad,False
59,./vae_out/ix/ix_4114.png,good,True
60,./vae_out/ix/ix_2246.png,good,True
61,./vae_out/ix/ix_3356.png,bad,False
62,./vae_out/ix/ix_2068.png,bad,False
63,./vae_out/ix/ix_4791.png,bad,False
64,./vae_out/ix/ix_0794.png,bad,False
65,./vae_out/ix/ix_0660.png,bad,False
66,./vae_out/ix/ix_1543.png,good,True
67,./vae_out/ix/ix_4584.png,good,True
68,./vae_out/ix/ix_1937.png,good,True
69,./vae_out/ix/ix_0581.png,bad,False
70,./vae_out/ix/ix_4429.png,bad,False
71,./vae_out/ix/ix_2079.png,bad,False
72,./vae_out/ix/ix_4674.png,good,True
73,./vae_out/ix/ix_0761.png,bad,False
74,./vae_out/ix/ix_4355.png,good,True
75,./vae_out/ix/ix_4058.png,bad,False
76,./vae_out/ix/ix_1876.png,bad,False
77,./vae_out/ix/ix_2021.png,bad,False
78,./vae_out/ix/ix_3774.png,good,True
79,./vae_out/ix/ix_4091.png,good,True
80,./vae_out/ix/ix_0703.png,good,True
81,./vae_out/ix/ix_2071.png,bad,False
82,./vae_out/ix/ix_4966.png,bad,False
83,./vae_out/ix/ix_2392.png,good,True
84,./vae_out/ix/ix_0802.png,bad,False
85,./vae_out/ix/ix_1628.png,bad,False
