,fp,label,good
0,./vae_out/ii/ii_2145.png,bad,False
1,./vae_out/ii/ii_0993.png,good,True
2,./vae_out/ii/ii_1539.png,good,True
3,./vae_out/ii/ii_0552.png,good,True
4,./vae_out/ii/ii_2657.png,good,True
5,./vae_out/ii/ii_0926.png,good,True
6,./vae_out/ii/ii_3564.png,good,True
7,./vae_out/ii/ii_4982.png,good,True
8,./vae_out/ii/ii_3698.png,good,True
9,./vae_out/ii/ii_2943.png,good,True
10,./vae_out/ii/ii_0155.png,good,True
11,./vae_out/ii/ii_1861.png,bad,False
12,./vae_out/ii/ii_0256.png,bad,False
13,./vae_out/ii/ii_0622.png,good,True
14,./vae_out/ii/ii_4781.png,good,True
15,./vae_out/ii/ii_3986.png,good,True
16,./vae_out/ii/ii_1293.png,good,True
17,./vae_out/ii/ii_4548.png,good,True
18,./vae_out/ii/ii_1392.png,good,True
19,./vae_out/ii/ii_0430.png,good,True
20,./vae_out/ii/ii_0079.png,good,True
21,./vae_out/ii/ii_1602.png,good,True
22,./vae_out/ii/ii_3893.png,good,True
23,./vae_out/ii/ii_0691.png,good,True
24,./vae_out/ii/ii_4638.png,good,True
25,./vae_out/ii/ii_1395.png,good,True
26,./vae_out/ii/ii_0683.png,good,True
27,./vae_out/ii/ii_4808.png,good,True
28,./vae_out/ii/ii_3129.png,good,True
29,./vae_out/ii/ii_4483.png,bad,False
30,./vae_out/ii/ii_3643.png,good,True
31,./vae_out/ii/ii_2830.png,good,True
32,./vae_out/ii/ii_4159.png,good,True
33,./vae_out/ii/ii_4644.png,good,True
34,./vae_out/ii/ii_4309.png,good,True
35,./vae_out/ii/ii_0701.png,good,True
36,./vae_out/ii/ii_2452.png,good,True
37,./vae_out/ii/ii_0756.png,good,True
38,./vae_out/ii/ii_2057.png,bad,False
39,./vae_out/ii/ii_3873.png,good,True
40,./vae_out/ii/ii_3239.png,good,True
41,./vae_out/ii/ii_2428.png,good,True
42,./vae_out/ii/ii_0898.png,bad,False
43,./vae_out/ii/ii_2552.png,bad,False
44,./vae_out/ii/ii_4168.png,good,True
45,./vae_out/ii/ii_3740.png,good,True
46,./vae_out/ii/ii_2118.png,good,True
47,./vae_out/ii/ii_4081.png,good,True
48,./vae_out/ii/ii_2342.png,good,True
49,./vae_out/ii/ii_2931.png,good,True
50,./vae_out/ii/ii_1536.png,good,True
51,./vae_out/ii/ii_2471.png,good,True
52,./vae_out/ii/ii_3594.png,good,True
53,./vae_out/ii/ii_2911.png,good,True
54,./vae_out/ii/ii_2016.png,good,True
55,./vae_out/ii/ii_0776.png,good,True
56,./vae_out/ii/ii_1474.png,good,True
57,./vae_out/ii/ii_3076.png,good,True
58,./vae_out/ii/ii_1295.png,bad,False
59,./vae_out/ii/ii_4357.png,good,True
60,./vae_out/ii/ii_2087.png,good,True
61,./vae_out/ii/ii_0560.png,good,True
62,./vae_out/ii/ii_0176.png,good,True
63,./vae_out/ii/ii_2432.png,good,True
64,./vae_out/ii/ii_0222.png,good,True
65,./vae_out/ii/ii_4960.png,good,True
66,./vae_out/ii/ii_3091.png,good,True
67,./vae_out/ii/ii_1232.png,good,True
68,./vae_out/ii/ii_4129.png,good,True
69,./vae_out/ii/ii_0420.png,good,True
70,./vae_out/ii/ii_1128.png,bad,False
71,./vae_out/ii/ii_4076.png,good,True
72,./vae_out/ii/ii_4927.png,good,True
73,./vae_out/ii/ii_1670.png,good,True
74,./vae_out/ii/ii_0934.png,good,True
75,./vae_out/ii/ii_1909.png,good,True
76,./vae_out/ii/ii_0275.png,good,True
77,./vae_out/ii/ii_1977.png,bad,False
78,./vae_out/ii/ii_0378.png,bad,False
79,./vae_out/ii/ii_2055.png,good,True
80,./vae_out/ii/ii_3385.png,bad,False
81,./vae_out/ii/ii_4393.png,bad,False
82,./vae_out/ii/ii_3765.png,good,True
83,./vae_out/ii/ii_3959.png,good,True
84,./vae_out/ii/ii_1943.png,bad,False
85,./vae_out/ii/ii_1346.png,bad,False
86,./vae_out/ii/ii_3858.png,bad,False
87,./vae_out/ii/ii_3357.png,bad,False
88,./vae_out/ii/ii_1880.png,bad,False
89,./vae_out/ii/ii_3829.png,good,True
90,./vae_out/ii/ii_4704.png,bad,False
91,./vae_out/ii/ii_0417.png,bad,False
92,./vae_out/ii/ii_2718.png,good,True
93,./vae_out/ii/ii_4127.png,bad,False
94,./vae_out/ii/ii_4306.png,good,True
95,./vae_out/ii/ii_2702.png,bad,False
96,./vae_out/ii/ii_4813.png,bad,False
97,./vae_out/ii/ii_4035.png,bad,False
98,./vae_out/ii/ii_3342.png,good,True
99,./vae_out/ii/ii_3690.png,good,True
100,./vae_out/ii/ii_4792.png,good,True
101,./vae_out/ii/ii_2514.png,good,True
102,./vae_out/ii/ii_1268.png,good,True
103,./vae_out/ii/ii_1514.png,good,True
104,./vae_out/ii/ii_2692.png,good,True
105,./vae_out/ii/ii_2323.png,good,True
106,./vae_out/ii/ii_3953.png,good,True
107,./vae_out/ii/ii_1042.png,good,True
108,./vae_out/ii/ii_2374.png,good,True
109,./vae_out/ii/ii_0936.png,bad,False
110,./vae_out/ii/ii_1517.png,good,True
111,./vae_out/ii/ii_1450.png,bad,False
112,./vae_out/ii/ii_4012.png,good,True
113,./vae_out/ii/ii_0974.png,good,True
114,./vae_out/ii/ii_4910.png,good,True
115,./vae_out/ii/ii_0678.png,good,True
116,./vae_out/ii/ii_1685.png,good,True
117,./vae_out/ii/ii_1931.png,good,True
118,./vae_out/ii/ii_3394.png,good,True
119,./vae_out/ii/ii_2289.png,good,True
120,./vae_out/ii/ii_0739.png,bad,False
121,./vae_out/ii/ii_4698.png,good,True
122,./vae_out/ii/ii_1787.png,good,True
123,./vae_out/ii/ii_3696.png,good,True
124,./vae_out/ii/ii_4334.png,good,True
125,./vae_out/ii/ii_3040.png,good,True
126,./vae_out/ii/ii_1403.png,good,True
127,./vae_out/ii/ii_0057.png,good,True
128,./vae_out/ii/ii_1044.png,good,True
129,./vae_out/ii/ii_0110.png,good,True
130,./vae_out/ii/ii_2111.png,good,True
131,./vae_out/ii/ii_0190.png,good,True
132,./vae_out/ii/ii_4596.png,good,True
133,./vae_out/ii/ii_0446.png,bad,False
134,./vae_out/ii/ii_1174.png,bad,False
135,./vae_out/ii/ii_2541.png,good,True
136,./vae_out/ii/ii_2225.png,good,True
137,./vae_out/ii/ii_4190.png,good,True
138,./vae_out/ii/ii_4142.png,good,True
139,./vae_out/ii/ii_1560.png,good,True
140,./vae_out/ii/ii_2149.png,good,True
141,./vae_out/ii/ii_2247.png,good,True
142,./vae_out/ii/ii_3331.png,good,True
143,./vae_out/ii/ii_4950.png,good,True
144,./vae_out/ii/ii_0722.png,good,True
145,./vae_out/ii/ii_1455.png,good,True
146,./vae_out/ii/ii_3490.png,good,True
147,./vae_out/ii/ii_0673.png,good,True
148,./vae_out/ii/ii_2329.png,good,True
149,./vae_out/ii/ii_0462.png,good,True
