,fp,label,good
0,./vae_out/vi/vi_1847.png,bad,False
1,./vae_out/vi/vi_3144.png,bad,False
2,./vae_out/vi/vi_0838.png,good,True
3,./vae_out/vi/vi_1084.png,bad,False
4,./vae_out/vi/vi_3237.png,good,True
5,./vae_out/vi/vi_3511.png,good,True
6,./vae_out/vi/vi_1858.png,bad,False
7,./vae_out/vi/vi_3078.png,bad,False
8,./vae_out/vi/vi_3608.png,good,True
9,./vae_out/vi/vi_2283.png,good,True
10,./vae_out/vi/vi_0003.png,good,True
11,./vae_out/vi/vi_0810.png,bad,False
12,./vae_out/vi/vi_3909.png,good,True
13,./vae_out/vi/vi_0121.png,good,True
14,./vae_out/vi/vi_0291.png,bad,False
15,./vae_out/vi/vi_2117.png,good,True
16,./vae_out/vi/vi_0070.png,good,True
17,./vae_out/vi/vi_4844.png,good,True
18,./vae_out/vi/vi_0870.png,bad,False
19,./vae_out/vi/vi_1388.png,good,True
20,./vae_out/vi/vi_4249.png,good,True
21,./vae_out/vi/vi_2910.png,good,True
22,./vae_out/vi/vi_2721.png,bad,False
23,./vae_out/vi/vi_0453.png,good,True
24,./vae_out/vi/vi_2351.png,bad,False
25,./vae_out/vi/vi_3658.png,good,True
26,./vae_out/vi/vi_4235.png,good,True
27,./vae_out/vi/vi_2930.png,good,True
28,./vae_out/vi/vi_4069.png,good,True
29,./vae_out/vi/vi_3447.png,bad,False
30,./vae_out/vi/vi_3376.png,bad,False
31,./vae_out/vi/vi_3559.png,good,True
32,./vae_out/vi/vi_2084.png,bad,False
33,./vae_out/vi/vi_2365.png,bad,False
34,./vae_out/vi/vi_3065.png,good,True
35,./vae_out/vi/vi_4411.png,bad,False
36,./vae_out/vi/vi_3812.png,good,True
37,./vae_out/vi/vi_2523.png,good,True
38,./vae_out/vi/vi_4285.png,bad,False
39,./vae_out/vi/vi_4335.png,bad,False
40,./vae_out/vi/vi_4102.png,bad,False
41,./vae_out/vi/vi_2120.png,good,True
42,./vae_out/vi/vi_1393.png,bad,False
43,./vae_out/vi/vi_0873.png,good,True
44,./vae_out/vi/vi_2557.png,good,True
45,./vae_out/vi/vi_1421.png,good,True
46,./vae_out/vi/vi_2150.png,bad,False
47,./vae_out/vi/vi_0690.png,bad,False
48,./vae_out/vi/vi_1693.png,bad,False
49,./vae_out/vi/vi_3966.png,good,True
50,./vae_out/vi/vi_1550.png,good,True
51,./vae_out/vi/vi_3959.png,bad,False
52,./vae_out/vi/vi_0118.png,good,True
53,./vae_out/vi/vi_1382.png,bad,False
54,./vae_out/vi/vi_4931.png,good,True
55,./vae_out/vi/vi_1690.png,good,True
56,./vae_out/vi/vi_1484.png,good,True
57,./vae_out/vi/vi_2782.png,good,True
58,./vae_out/vi/vi_1566.png,bad,False
59,./vae_out/vi/vi_0012.png,good,True
60,./vae_out/vi/vi_2096.png,good,True
61,./vae_out/vi/vi_1964.png,good,True
62,./vae_out/vi/vi_3372.png,bad,False
63,./vae_out/vi/vi_1679.png,bad,False
64,./vae_out/vi/vi_2378.png,good,True
65,./vae_out/vi/vi_1375.png,bad,False
66,./vae_out/vi/vi_4420.png,good,True
67,./vae_out/vi/vi_3205.png,bad,False
68,./vae_out/vi/vi_0582.png,bad,False
69,./vae_out/vi/vi_1195.png,bad,False
70,./vae_out/vi/vi_3783.png,good,True
