,fp,label,good
0,./vae_out/i/i_2717.png,good,True
1,./vae_out/i/i_3319.png,good,True
2,./vae_out/i/i_1431.png,good,True
3,./vae_out/i/i_2136.png,good,True
4,./vae_out/i/i_0246.png,good,True
5,./vae_out/i/i_2642.png,good,True
6,./vae_out/i/i_0255.png,bad,False
7,./vae_out/i/i_2174.png,good,True
8,./vae_out/i/i_1471.png,good,True
9,./vae_out/i/i_1925.png,good,True
10,./vae_out/i/i_4094.png,good,True
11,./vae_out/i/i_0458.png,good,True
12,./vae_out/i/i_1078.png,good,True
13,./vae_out/i/i_4277.png,good,True
14,./vae_out/i/i_0345.png,good,True
15,./vae_out/i/i_2408.png,good,True
16,./vae_out/i/i_3630.png,bad,False
17,./vae_out/i/i_4836.png,good,True
18,./vae_out/i/i_2062.png,good,True
19,./vae_out/i/i_4841.png,good,True
20,./vae_out/i/i_1563.png,good,True
21,./vae_out/i/i_0234.png,good,True
22,./vae_out/i/i_4255.png,good,True
23,./vae_out/i/i_4291.png,good,True
24,./vae_out/i/i_2359.png,good,True
25,./vae_out/i/i_0050.png,good,True
26,./vae_out/i/i_1567.png,good,True
27,./vae_out/i/i_2668.png,good,True
28,./vae_out/i/i_3567.png,good,True
29,./vae_out/i/i_3324.png,good,True
30,./vae_out/i/i_3302.png,good,True
31,./vae_out/i/i_4025.png,good,True
32,./vae_out/i/i_4177.png,good,True
33,./vae_out/i/i_0933.png,good,True
34,./vae_out/i/i_2955.png,good,True
35,./vae_out/i/i_1159.png,good,True
36,./vae_out/i/i_4726.png,good,True
37,./vae_out/i/i_3338.png,good,True
38,./vae_out/i/i_4040.png,good,True
39,./vae_out/i/i_1964.png,bad,False
40,./vae_out/i/i_3040.png,good,True
41,./vae_out/i/i_0941.png,good,True
42,./vae_out/i/i_2701.png,good,True
43,./vae_out/i/i_4585.png,good,True
44,./vae_out/i/i_3501.png,good,True
45,./vae_out/i/i_3515.png,good,True
46,./vae_out/i/i_2833.png,good,True
47,./vae_out/i/i_2907.png,good,True
48,./vae_out/i/i_3544.png,good,True
49,./vae_out/i/i_3376.png,good,True
50,./vae_out/i/i_0465.png,good,True
51,./vae_out/i/i_0358.png,good,True
52,./vae_out/i/i_1587.png,good,True
53,./vae_out/i/i_1486.png,bad,False
54,./vae_out/i/i_1294.png,good,True
55,./vae_out/i/i_1842.png,good,True
56,./vae_out/i/i_0470.png,good,True
57,./vae_out/i/i_4644.png,good,True
58,./vae_out/i/i_2338.png,good,True
59,./vae_out/i/i_2065.png,good,True
60,./vae_out/i/i_3543.png,good,True
61,./vae_out/i/i_2378.png,bad,False
62,./vae_out/i/i_1880.png,good,True
63,./vae_out/i/i_1186.png,good,True
64,./vae_out/i/i_0469.png,good,True
65,./vae_out/i/i_1633.png,bad,False
66,./vae_out/i/i_3982.png,good,True
67,./vae_out/i/i_3153.png,good,True
68,./vae_out/i/i_2037.png,good,True
69,./vae_out/i/i_3711.png,good,True
70,./vae_out/i/i_4018.png,bad,False
71,./vae_out/i/i_4418.png,good,True
72,./vae_out/i/i_3466.png,good,True
73,./vae_out/i/i_4500.png,bad,False
74,./vae_out/i/i_4572.png,good,True
75,./vae_out/i/i_2846.png,good,True
76,./vae_out/i/i_1458.png,good,True
77,./vae_out/i/i_1644.png,good,True
78,./vae_out/i/i_1907.png,good,True
79,./vae_out/i/i_3785.png,good,True
80,./vae_out/i/i_3442.png,good,True
81,./vae_out/i/i_4248.png,bad,False
82,./vae_out/i/i_1785.png,good,True
83,./vae_out/i/i_3930.png,good,True
84,./vae_out/i/i_4497.png,good,True
85,./vae_out/i/i_2313.png,good,True
86,./vae_out/i/i_4182.png,good,True
87,./vae_out/i/i_3106.png,good,True
88,./vae_out/i/i_1980.png,good,True
89,./vae_out/i/i_3183.png,good,True
90,./vae_out/i/i_2702.png,good,True
91,./vae_out/i/i_0619.png,good,True
92,./vae_out/i/i_1192.png,good,True
93,./vae_out/i/i_0162.png,good,True
94,./vae_out/i/i_1512.png,good,True
95,./vae_out/i/i_1167.png,good,True
96,./vae_out/i/i_4931.png,good,True
97,./vae_out/i/i_1234.png,bad,False
98,./vae_out/i/i_2449.png,good,True
99,./vae_out/i/i_3735.png,good,True
100,./vae_out/i/i_1498.png,good,True
101,./vae_out/i/i_2480.png,good,True
102,./vae_out/i/i_0025.png,good,True
103,./vae_out/i/i_0516.png,good,True
104,./vae_out/i/i_1339.png,bad,False
105,./vae_out/i/i_1094.png,good,True
106,./vae_out/i/i_2202.png,bad,False
107,./vae_out/i/i_4073.png,good,True
108,./vae_out/i/i_2956.png,good,True
109,./vae_out/i/i_3342.png,good,True
110,./vae_out/i/i_3081.png,good,True
111,./vae_out/i/i_0955.png,bad,False
112,./vae_out/i/i_1039.png,good,True
113,./vae_out/i/i_1898.png,good,True
114,./vae_out/i/i_4967.png,good,True
115,./vae_out/i/i_0132.png,good,True
116,./vae_out/i/i_3036.png,good,True
117,./vae_out/i/i_3485.png,bad,False
118,./vae_out/i/i_1522.png,good,True
119,./vae_out/i/i_1021.png,good,True
120,./vae_out/i/i_3273.png,good,True
121,./vae_out/i/i_2010.png,good,True
122,./vae_out/i/i_0944.png,good,True
123,./vae_out/i/i_1149.png,good,True
124,./vae_out/i/i_1945.png,good,True
125,./vae_out/i/i_4461.png,good,True
126,./vae_out/i/i_1502.png,good,True
127,./vae_out/i/i_4324.png,good,True
128,./vae_out/i/i_1409.png,good,True
129,./vae_out/i/i_2691.png,bad,False
130,./vae_out/i/i_4869.png,good,True
131,./vae_out/i/i_2564.png,good,True
132,./vae_out/i/i_2103.png,good,True
133,./vae_out/i/i_1552.png,good,True
134,./vae_out/i/i_0553.png,good,True
135,./vae_out/i/i_3755.png,good,True
136,./vae_out/i/i_2746.png,good,True
137,./vae_out/i/i_0761.png,good,True
138,./vae_out/i/i_4081.png,bad,False
139,./vae_out/i/i_3517.png,good,True
140,./vae_out/i/i_4150.png,good,True
141,./vae_out/i/i_4315.png,good,True
142,./vae_out/i/i_2616.png,good,True
143,./vae_out/i/i_1468.png,good,True
144,./vae_out/i/i_4687.png,good,True
145,./vae_out/i/i_0826.png,good,True
146,./vae_out/i/i_0963.png,good,True
147,./vae_out/i/i_3847.png,good,True
148,./vae_out/i/i_4946.png,bad,False
149,./vae_out/i/i_4956.png,good,True
150,./vae_out/i/i_2834.png,good,True
151,./vae_out/i/i_4961.png,good,True
152,./vae_out/i/i_1984.png,good,True
153,./vae_out/i/i_0822.png,good,True
154,./vae_out/i/i_1716.png,good,True
155,./vae_out/i/i_4221.png,good,True
156,./vae_out/i/i_3454.png,good,True
157,./vae_out/i/i_1285.png,bad,False
158,./vae_out/i/i_3998.png,good,True
159,./vae_out/i/i_2230.png,good,True
160,./vae_out/i/i_2840.png,good,True
161,./vae_out/i/i_1267.png,good,True
162,./vae_out/i/i_3795.png,good,True
163,./vae_out/i/i_4288.png,good,True
164,./vae_out/i/i_1749.png,good,True
165,./vae_out/i/i_3834.png,good,True
166,./vae_out/i/i_0931.png,good,True
167,./vae_out/i/i_0207.png,good,True
168,./vae_out/i/i_2437.png,good,True
169,./vae_out/i/i_4271.png,good,True
170,./vae_out/i/i_4266.png,good,True
171,./vae_out/i/i_1916.png,good,True
172,./vae_out/i/i_1054.png,good,True
173,./vae_out/i/i_3397.png,good,True
174,./vae_out/i/i_0213.png,good,True
175,./vae_out/i/i_1740.png,good,True
176,./vae_out/i/i_2489.png,good,True
177,./vae_out/i/i_3214.png,good,True
178,./vae_out/i/i_1562.png,bad,False
179,./vae_out/i/i_1480.png,good,True
180,./vae_out/i/i_4888.png,good,True
181,./vae_out/i/i_1155.png,good,True
182,./vae_out/i/i_2778.png,good,True
183,./vae_out/i/i_2185.png,good,True
184,./vae_out/i/i_4968.png,good,True
185,./vae_out/i/i_2075.png,good,True
186,./vae_out/i/i_1503.png,good,True
187,./vae_out/i/i_0725.png,good,True
188,./vae_out/i/i_2874.png,good,True
189,./vae_out/i/i_2669.png,good,True
190,./vae_out/i/i_0271.png,good,True
191,./vae_out/i/i_0100.png,good,True
192,./vae_out/i/i_0841.png,good,True
193,./vae_out/i/i_4959.png,bad,False
194,./vae_out/i/i_2913.png,good,True
195,./vae_out/i/i_3074.png,good,True
196,./vae_out/i/i_3124.png,good,True
197,./vae_out/i/i_0335.png,bad,False
198,./vae_out/i/i_3371.png,good,True
199,./vae_out/i/i_4812.png,good,True
200,./vae_out/i/i_1200.png,good,True
201,./vae_out/i/i_0529.png,good,True
202,./vae_out/i/i_1875.png,good,True
203,./vae_out/i/i_4799.png,good,True
204,./vae_out/i/i_3276.png,good,True
205,./vae_out/i/i_3225.png,good,True
206,./vae_out/i/i_4771.png,bad,False
207,./vae_out/i/i_1283.png,good,True
208,./vae_out/i/i_0555.png,good,True
209,./vae_out/i/i_3084.png,bad,False
210,./vae_out/i/i_3688.png,good,True
211,./vae_out/i/i_2117.png,good,True
212,./vae_out/i/i_2215.png,good,True
213,./vae_out/i/i_1203.png,good,True
214,./vae_out/i/i_4008.png,good,True
215,./vae_out/i/i_1674.png,good,True
216,./vae_out/i/i_2977.png,good,True
217,./vae_out/i/i_1327.png,bad,False
218,./vae_out/i/i_3318.png,good,True
219,./vae_out/i/i_3045.png,good,True
220,./vae_out/i/i_0226.png,good,True
221,./vae_out/i/i_2406.png,good,True
222,./vae_out/i/i_2460.png,good,True
223,./vae_out/i/i_2244.png,bad,False
224,./vae_out/i/i_2627.png,good,True
225,./vae_out/i/i_0333.png,bad,False
226,./vae_out/i/i_3786.png,good,True
227,./vae_out/i/i_3509.png,good,True
228,./vae_out/i/i_4124.png,good,True
229,./vae_out/i/i_3821.png,good,True
230,./vae_out/i/i_4919.png,good,True
231,./vae_out/i/i_3277.png,good,True
232,./vae_out/i/i_1561.png,good,True
233,./vae_out/i/i_1878.png,good,True
234,./vae_out/i/i_2157.png,good,True
235,./vae_out/i/i_4169.png,good,True
236,./vae_out/i/i_4509.png,bad,False
237,./vae_out/i/i_0885.png,good,True
238,./vae_out/i/i_2372.png,good,True
239,./vae_out/i/i_2844.png,good,True
240,./vae_out/i/i_0481.png,bad,False
241,./vae_out/i/i_1683.png,good,True
242,./vae_out/i/i_0453.png,bad,False
243,./vae_out/i/i_3051.png,good,True
244,./vae_out/i/i_1128.png,good,True
245,./vae_out/i/i_4154.png,good,True
246,./vae_out/i/i_1839.png,good,True
247,./vae_out/i/i_1750.png,good,True
248,./vae_out/i/i_0204.png,good,True
249,./vae_out/i/i_3789.png,bad,False
250,./vae_out/i/i_1333.png,bad,False
251,./vae_out/i/i_2321.png,good,True
252,./vae_out/i/i_4702.png,good,True
253,./vae_out/i/i_3677.png,good,True
254,./vae_out/i/i_4196.png,good,True
255,./vae_out/i/i_2721.png,good,True
256,./vae_out/i/i_1365.png,good,True
257,./vae_out/i/i_0899.png,good,True
258,./vae_out/i/i_0026.png,bad,False
259,./vae_out/i/i_1720.png,bad,False
260,./vae_out/i/i_3136.png,good,True
261,./vae_out/i/i_1604.png,good,True
262,./vae_out/i/i_3516.png,good,True
263,./vae_out/i/i_2310.png,good,True
264,./vae_out/i/i_4455.png,good,True
265,./vae_out/i/i_1647.png,good,True
266,./vae_out/i/i_4311.png,good,True
267,./vae_out/i/i_4844.png,good,True
268,./vae_out/i/i_2483.png,good,True
269,./vae_out/i/i_4773.png,good,True
270,./vae_out/i/i_0943.png,good,True
271,./vae_out/i/i_1692.png,good,True
272,./vae_out/i/i_4356.png,bad,False
273,./vae_out/i/i_0758.png,good,True
274,./vae_out/i/i_3522.png,good,True
275,./vae_out/i/i_0612.png,good,True
